554	(4680, 0.99084663), (476, 0.98985308), (4499, 0.98952723), (4039, 0.98876595), (1804, 0.98606753), (4756, 0.98574686), (196, 0.98573959), (3937, 0.98495626), (4433, 0.98309064), (4533, 0.98220545), (3870, 0.98165351), (1594, 0.97990549), (1227, 0.97960401), (3609, 0.97900254), (549, 0.97890562), (2541, 0.97878969), (3282, 0.9785887), (2794, 0.97744024), (4627, 0.97712874), (3747, 0.97691876)
555	(4501, 0.99096829), (4, 0.99047369), (470, 0.98981094), (2501, 0.98980105), (3147, 0.98976427), (3414, 0.98805475), (2287, 0.98738956), (4918, 0.98716211), (4695, 0.9870156), (259, 0.98696679), (3241, 0.98666513), (3179, 0.9865222), (2389, 0.98632216), (788, 0.9852761), (4886, 0.98526305), (1249, 0.98523432), (69, 0.98509443), (4028, 0.98504162), (1026, 0.98501712), (1942, 0.98482049)
556	(2543, 0.9839561), (1122, 0.97879565), (833, 0.97798145), (4789, 0.97794032), (2563, 0.97659731), (64, 0.97284245), (2103, 0.97281849), (2818, 0.97268784), (3042, 0.97225028), (2683, 0.97095227), (2054, 0.96796656), (2902, 0.96776712), (4690, 0.96729892), (1871, 0.96655846), (136, 0.9663347), (4950, 0.96593845), (529, 0.96547949), (4834, 0.96451449), (1960, 0.96234256), (1166, 0.96116161)
557	(2810, 0.99591637), (1408, 0.99377286), (4977, 0.99111193), (3769, 0.99091005), (2184, 0.99064338), (4075, 0.99040902), (2224, 0.99013531), (427, 0.98952913), (3341, 0.98919964), (807, 0.98912227), (2846, 0.98879892), (4365, 0.98833615), (2361, 0.98767203), (1021, 0.98630852), (1362, 0.98591322), (4122, 0.98556602), (4757, 0.98538387), (1352, 0.98524988), (1583, 0.98515618), (3847, 0.9849714)
558	(2349, 0.99394846), (3753, 0.98962438), (2142, 0.98960739), (2633, 0.98573077), (1633, 0.98196477), (1000, 0.98145294), (113, 0.98124194), (4726, 0.98079515), (3281, 0.98078477), (1343, 0.98059082), (3134, 0.98051369), (3848, 0.98041213), (2138, 0.98031378), (4733, 0.98007488), (2841, 0.9799397), (84, 0.97954381), (458, 0.97943604), (4876, 0.97929752), (1847, 0.97872508), (994, 0.97865522)
559	(2183, 0.98578137), (4062, 0.9844929), (2614, 0.9843545), (547, 0.98381388), (776, 0.98311651), (1925, 0.98182714), (4044, 0.98156077), (2639, 0.98155773), (4204, 0.98047924), (4260, 0.97923809), (226, 0.9787246), (1420, 0.97818744), (4957, 0.9771139), (2694, 0.97682816), (968, 0.97565496), (1620, 0.9756012), (2413, 0.97543013), (4911, 0.97534215), (4522, 0.97479397), (3849, 0.97407019)
560	(2330, 0.99628294), (2576, 0.99520421), (4242, 0.99488664), (3908, 0.99428284), (4724, 0.99399215), (3900, 0.99396634), (4021, 0.99368191), (3705, 0.99323803), (4223, 0.99267018), (1525, 0.99247897), (1612, 0.99194205), (3863, 0.99139601), (3239, 0.99125862), (2770, 0.99120915), (4141, 0.99106723), (4614, 0.99069166), (3116, 0.99067205), (2760, 0.99061328), (270, 0.99056041), (4323, 0.99055481)
561	(941, 0.99141669), (2449, 0.98926377), (4101, 0.98557711), (3692, 0.98551148), (1448, 0.98529708), (4463, 0.98520792), (102, 0.9847641), (2123, 0.98412198), (1605, 0.9837938), (3842, 0.98305011), (3587, 0.98171771), (3686, 0.98035669), (2161, 0.97989893), (4771, 0.97982693), (2808, 0.97894663), (2208, 0.97858852), (808, 0.97741795), (3148, 0.9756639), (3191, 0.9753294), (2613, 0.97528988)
562	(3277, 0.99229681), (1378, 0.98724329), (787, 0.98188847), (2916, 0.98049617), (3403, 0.97652882), (831, 0.97454274), (4273, 0.97329164), (3156, 0.96953356), (4451, 0.96869576), (4281, 0.965491), (4963, 0.96443343), (719, 0.96376461), (591, 0.96142805), (1980, 0.96060866), (2381, 0.95974368), (4548, 0.9592396), (4560, 0.95732927), (2690, 0.95633125), (1359, 0.95605081), (3891, 0.95548284)
563	(1567, 0.98303962), (657, 0.98111355), (2631, 0.98074615), (1254, 0.98069394), (762, 0.97954512), (1154, 0.97934508), (1663, 0.97914225), (4337, 0.97706687), (2670, 0.97641861), (4333, 0.97576404), (238, 0.97418761), (4096, 0.97405642), (624, 0.97387087), (2251, 0.97312284), (2929, 0.97239918), (3217, 0.97146297), (2701, 0.97125113), (3016, 0.97106719), (2508, 0.96987009), (386, 0.96972644)
564	(4241, 0.98960298), (3754, 0.98561025), (736, 0.98538488), (4369, 0.98414159), (4694, 0.98400873), (4358, 0.98272222), (439, 0.98253977), (2169, 0.98235446), (315, 0.97840363), (4106, 0.97796673), (186, 0.97781217), (2139, 0.97718084), (3915, 0.97695124), (4436, 0.97574472), (1396, 0.97544515), (2873, 0.97528201), (2588, 0.97517675), (1658, 0.97456372), (4718, 0.97423136), (4487, 0.97394085)
565	(4539, 0.99535811), (4880, 0.99511749), (3953, 0.99508405), (177, 0.99460673), (4595, 0.99450678), (2705, 0.99403822), (1258, 0.9937216), (1622, 0.99367833), (3268, 0.99296284), (2299, 0.99265802), (300, 0.9924227), (29, 0.99237233), (546, 0.99217725), (1381, 0.99207389), (2198, 0.99183309), (2378, 0.99181473), (2455, 0.99163783), (2168, 0.99160153), (101, 0.99157155), (1151, 0.99120736)
566	(3020, 0.98972559), (2379, 0.98734975), (2423, 0.9867596), (3528, 0.98646098), (4195, 0.98511314), (4387, 0.98391831), (4359, 0.98345745), (2118, 0.98330712), (174, 0.98240781), (4378, 0.98238409), (364, 0.98208189), (2582, 0.98180836), (1457, 0.98175383), (2162, 0.98045623), (3386, 0.98040688), (1906, 0.98017645), (4383, 0.97954416), (1467, 0.97898614), (4286, 0.97884047), (3129, 0.97755784)
567	(3080, 0.97733867), (850, 0.97583497), (1833, 0.97500873), (2531, 0.97039473), (3132, 0.96305764), (3919, 0.95888937), (3732, 0.95496207), (1181, 0.9548012), (1926, 0.9536618), (1543, 0.95318329), (4167, 0.95222485), (335, 0.95171082), (2693, 0.95074081), (4439, 0.95033395), (2300, 0.95009577), (3149, 0.94969761), (3422, 0.94923258), (2171, 0.94611537), (2550, 0.94479799), (779, 0.94479394)
568	(4506, 0.98811328), (273, 0.98148066), (3832, 0.9812963), (9, 0.98088551), (1994, 0.97793424), (1831, 0.97746015), (266, 0.97547352), (2131, 0.97213709), (441, 0.97077072), (1505, 0.97065032), (2654, 0.97022271), (1348, 0.96901333), (3176, 0.96811163), (3542, 0.9674499), (1472, 0.96689618), (1675, 0.9665308), (3408, 0.96600521), (2305, 0.96580184), (3939, 0.96480834), (4653, 0.96169323)
569	(194, 0.99034464), (314, 0.98821962), (4633, 0.98661423), (582, 0.98645818), (1657, 0.98627198), (2771, 0.98604), (2118, 0.9860121), (4474, 0.98520863), (2148, 0.98425978), (792, 0.98404735), (286, 0.98391223), (4195, 0.98368096), (424, 0.9835403), (3577, 0.98286819), (4378, 0.98273194), (3654, 0.98262775), (2975, 0.98260194), (3852, 0.98181832), (1906, 0.98172808), (4527, 0.98149025)
570	(57, 0.99522322), (4583, 0.99495673), (693, 0.99433255), (3650, 0.99410743), (4646, 0.99405313), (3477, 0.99344462), (4808, 0.992782), (1384, 0.99265957), (2769, 0.99231541), (361, 0.9918015), (4535, 0.99164498), (1083, 0.99097383), (3900, 0.99083948), (472, 0.99072874), (3641, 0.99061596), (4525, 0.99047869), (3898, 0.99009931), (3748, 0.99005401), (3963, 0.98999029), (2112, 0.98985338)
571	(770, 0.98514247), (2333, 0.98293638), (744, 0.97990584), (2648, 0.97771293), (2315, 0.97757721), (222, 0.97306651), (4045, 0.97148299), (2879, 0.97037929), (3934, 0.96922815), (4838, 0.96887124), (4154, 0.96869123), (4986, 0.96567976), (794, 0.96374762), (35, 0.96292913), (1990, 0.96133679), (4820, 0.96035123), (1787, 0.95981312), (4084, 0.95779335), (4954, 0.95752358), (2590, 0.95739108)
572	(2605, 0.98612714), (2887, 0.98484945), (3715, 0.97896588), (1023, 0.97650802), (2264, 0.9754976), (3133, 0.97464216), (4789, 0.97082126), (1079, 0.97030145), (367, 0.96913296), (4706, 0.96835643), (2629, 0.9681108), (1871, 0.96696103), (1244, 0.9661417), (4834, 0.96295851), (2348, 0.96272963), (4907, 0.96223617), (3150, 0.96190453), (4192, 0.96116483), (660, 0.96101904), (2683, 0.96095097)
573	(3517, 0.99454898), (2649, 0.99340594), (3279, 0.99336386), (4181, 0.99085349), (2656, 0.98965585), (2991, 0.98914218), (2812, 0.98876119), (56, 0.98854768), (162, 0.9883523), (2397, 0.98831415), (752, 0.98827159), (4289, 0.98822224), (1364, 0.9879446), (4550, 0.98756802), (248, 0.98728329), (3140, 0.98719883), (2632, 0.98677319), (876, 0.98602158), (1498, 0.98524922), (1033, 0.98475122)
574	(1117, 0.99313647), (734, 0.98705661), (544, 0.98676956), (3150, 0.98346794), (4380, 0.983464), (3242, 0.9811132), (1492, 0.98089039), (3133, 0.98071355), (1862, 0.97957623), (2605, 0.97756076), (543, 0.97741818), (706, 0.97720158), (2579, 0.97714281), (4545, 0.97675562), (195, 0.97657591), (502, 0.97635972), (4437, 0.97634912), (3958, 0.97631586), (2629, 0.97557539), (2268, 0.975559)
575	(1363, 0.98749304), (1435, 0.98048139), (1494, 0.97982156), (4618, 0.97715735), (2544, 0.97658676), (3877, 0.97583044), (2574, 0.97581398), (3091, 0.9756707), (2009, 0.97490817), (3988, 0.97421575), (1257, 0.97374094), (4804, 0.97314084), (2782, 0.97185332), (1353, 0.97069323), (2448, 0.96998197), (4151, 0.96968532), (3724, 0.96936464), (3138, 0.96923959), (2487, 0.96875954), (4969, 0.96820921)
576	(4276, 0.99460626), (3579, 0.98813546), (4351, 0.98544133), (179, 0.98519397), (417, 0.98285413), (4653, 0.98121798), (1593, 0.97994304), (3455, 0.97735584), (303, 0.97710276), (4132, 0.97584641), (3565, 0.97566366), (4605, 0.97548902), (3862, 0.97495186), (2886, 0.97494781), (3539, 0.97367442), (4483, 0.97274721), (150, 0.9713136), (2532, 0.97036052), (1207, 0.96923769), (1795, 0.96902084)
577	(1948, 0.97850901), (1248, 0.97702014), (1098, 0.97493768), (6, 0.97263867), (2231, 0.97182161), (3135, 0.97050327), (586, 0.96919143), (4275, 0.96865964), (1281, 0.96488047), (2886, 0.96236134), (2912, 0.96208173), (937, 0.96131551), (4643, 0.95994216), (4758, 0.95843339), (3276, 0.95812738), (1714, 0.95747781), (620, 0.9573614), (878, 0.95560431), (2632, 0.95558202), (2949, 0.95550996)
578	(1751, 0.98694921), (2391, 0.98433453), (801, 0.98325181), (1844, 0.98068774), (2889, 0.97914588), (1369, 0.97757936), (3299, 0.97190213), (3056, 0.97138155), (1846, 0.96753788), (1511, 0.96743107), (1584, 0.96655232), (2711, 0.96581119), (3822, 0.96528852), (4551, 0.96476412), (1015, 0.96418142), (251, 0.96394455), (1707, 0.96293449), (3580, 0.96289515), (2447, 0.96237475), (451, 0.96227086)
579	(1591, 0.99567926), (1619, 0.99359292), (1961, 0.99348217), (1334, 0.99319303), (945, 0.99300051), (1447, 0.99264002), (127, 0.9921), (4868, 0.99176383), (2621, 0.99157888), (907, 0.99131525), (2976, 0.99112844), (2726, 0.99071753), (4144, 0.99019247), (2073, 0.99017465), (3472, 0.98966783), (661, 0.98901403), (2589, 0.98870486), (1957, 0.9885813), (3468, 0.98834735), (1956, 0.98780537)
580	(1557, 0.98751503), (3355, 0.98701149), (1530, 0.98581755), (1531, 0.9852584), (39, 0.98420024), (59, 0.98248297), (2554, 0.98229665), (3867, 0.98204714), (953, 0.98192585), (4358, 0.98065901), (1966, 0.98061091), (3656, 0.98026925), (1944, 0.97976863), (4404, 0.97934556), (1360, 0.97905302), (623, 0.97898853), (956, 0.97809964), (1144, 0.97770059), (3665, 0.97745222), (729, 0.97726935)
581	(3873, 0.98989308), (4892, 0.98015732), (46, 0.97676063), (19, 0.97342992), (466, 0.97203541), (886, 0.97068793), (450, 0.96945709), (3470, 0.96924663), (478, 0.96871305), (4347, 0.96818709), (3365, 0.96796948), (3312, 0.9678818), (1667, 0.96787465), (2221, 0.96633387), (3601, 0.96528798), (3234, 0.96510082), (165, 0.96399927), (1858, 0.96392304), (3480, 0.96273685), (2775, 0.96269178)
582	(569, 0.98645818), (4474, 0.98593551), (314, 0.98479789), (4257, 0.98407692), (2056, 0.98310339), (424, 0.98309362), (3852, 0.98308325), (4229, 0.9826932), (1823, 0.98268044), (3020, 0.9811753), (1965, 0.98082507), (194, 0.98062658), (2118, 0.98045731), (4998, 0.98036671), (3654, 0.97976422), (2702, 0.97915), (4537, 0.97905761), (159, 0.97823757), (1702, 0.9781934), (2523, 0.97815263)
583	(1674, 0.96859312), (952, 0.96391487), (4439, 0.96337837), (4014, 0.96152955), (1543, 0.9598037), (991, 0.95711666), (3203, 0.95595562), (3925, 0.95544988), (3420, 0.95539242), (3080, 0.95473862), (2864, 0.95352125), (2406, 0.95340455), (2427, 0.95322371), (1982, 0.95271432), (444, 0.95257485), (1346, 0.95207119), (3365, 0.94978219), (850, 0.94829988), (2137, 0.94816583), (2531, 0.94779778)
584	(2899, 0.99517417), (3160, 0.99298394), (1704, 0.9883883), (813, 0.988343), (3660, 0.98741245), (2714, 0.98725098), (2192, 0.98568141), (3165, 0.98552835), (4685, 0.98522311), (4429, 0.9841615), (1087, 0.9834848), (1383, 0.98288029), (4156, 0.98208821), (1269, 0.98079228), (1133, 0.98047781), (1764, 0.98035973), (4821, 0.98033094), (1696, 0.97932768), (462, 0.97855157), (2343, 0.9779166)
585	(4737, 0.99694359), (3681, 0.9962303), (3523, 0.99497402), (3941, 0.99398327), (3028, 0.99367487), (4393, 0.99365693), (3782, 0.99256182), (3768, 0.99190497), (4336, 0.99176645), (2917, 0.99172425), (4765, 0.99167013), (2584, 0.99135268), (1699, 0.99071974), (3288, 0.99054611), (1053, 0.99026471), (4304, 0.98983008), (1205, 0.98941696), (138, 0.98871243), (727, 0.98857653), (2452, 0.98851514)
586	(983, 0.98958892), (3582, 0.9872297), (3276, 0.98453879), (3279, 0.98363495), (4547, 0.97922862), (2706, 0.97878993), (752, 0.97794378), (2231, 0.97758651), (248, 0.97728765), (573, 0.97706044), (3517, 0.97590613), (2397, 0.97585106), (2649, 0.9756043), (2835, 0.97527206), (1033, 0.97504455), (2028, 0.97485316), (2632, 0.97446918), (2991, 0.97389609), (56, 0.97388756), (1273, 0.9737649)
587	(1895, 0.99403894), (3089, 0.99175072), (1709, 0.99151051), (4485, 0.99072695), (2677, 0.99049258), (3801, 0.99011302), (4431, 0.98990834), (90, 0.98902512), (994, 0.98843801), (1139, 0.98831725), (3166, 0.98820543), (123, 0.98801327), (3753, 0.98761988), (32, 0.98752248), (4710, 0.98728728), (3257, 0.98727536), (1029, 0.98687291), (2150, 0.98668605), (3460, 0.98667145), (3454, 0.98653018)
588	(2819, 0.98645371), (4754, 0.9823848), (3402, 0.97634685), (992, 0.97623682), (989, 0.97558838), (141, 0.97520876), (4644, 0.9725399), (676, 0.97112066), (251, 0.96986634), (2126, 0.9697367), (4321, 0.96897727), (3808, 0.96862692), (2004, 0.96838737), (603, 0.96796679), (962, 0.96679431), (4573, 0.96533036), (1168, 0.96374571), (4184, 0.96373367), (4944, 0.96356863), (40, 0.96158439)
589	(4452, 0.98947108), (916, 0.98797095), (658, 0.98506021), (2990, 0.98396957), (302, 0.98391289), (3468, 0.98300016), (1337, 0.98275363), (3002, 0.98239148), (4539, 0.98175657), (125, 0.98021269), (29, 0.98005295), (3974, 0.97937721), (4572, 0.97926676), (2746, 0.97863752), (3291, 0.97859538), (4390, 0.97848588), (1487, 0.97773111), (4358, 0.97718078), (1757, 0.97689831), (3762, 0.97683001)
590	(3232, 0.99126989), (408, 0.9870528), (3894, 0.98595113), (4620, 0.985704), (486, 0.98515141), (194, 0.98466372), (3129, 0.98400736), (1026, 0.98368621), (197, 0.98342407), (1917, 0.98314464), (2271, 0.98309666), (3379, 0.98306656), (2975, 0.9827987), (4387, 0.98266816), (1979, 0.98230284), (791, 0.98197949), (3916, 0.98195601), (4053, 0.98150241), (3866, 0.98145247), (2903, 0.98125482)
591	(2833, 0.99002355), (1359, 0.97099781), (2381, 0.96878189), (562, 0.96142805), (719, 0.96096087), (3829, 0.95873201), (1882, 0.95711184), (4281, 0.95610863), (434, 0.95272976), (3277, 0.95064604), (1378, 0.94936734), (2916, 0.94710469), (4273, 0.94694781), (4709, 0.94677544), (4622, 0.94672036), (3861, 0.94563937), (4023, 0.94419307), (4963, 0.94353527), (787, 0.9417485), (1497, 0.94117838)
592	(1331, 0.9903692), (2740, 0.98348522), (3632, 0.98273462), (3644, 0.97956419), (3413, 0.9794004), (350, 0.97828138), (1142, 0.97812808), (2558, 0.97784162), (2208, 0.97733164), (681, 0.9771291), (990, 0.97710884), (3321, 0.9761306), (3367, 0.97531509), (4214, 0.97520936), (1418, 0.97384894), (3377, 0.97310102), (1267, 0.9687528), (4031, 0.96814317), (3338, 0.96774906), (1603, 0.96723425)
593	(1275, 0.98641062), (781, 0.98635334), (1162, 0.98538053), (1343, 0.98488772), (1623, 0.98473209), (4856, 0.98447227), (3103, 0.98203754), (1410, 0.98189378), (3510, 0.98170114), (2677, 0.98160636), (3405, 0.98150295), (32, 0.98028278), (3449, 0.97998452), (4678, 0.9795869), (1399, 0.97924006), (1709, 0.97856402), (1689, 0.97830933), (123, 0.97827804), (507, 0.97814214), (4949, 0.97802246)
594	(1582, 0.98620152), (873, 0.98300737), (1650, 0.98087043), (1184, 0.9784615), (3128, 0.97667968), (4085, 0.97659528), (4067, 0.97657788), (4307, 0.97649693), (1272, 0.97536218), (1468, 0.97533154), (1111, 0.97493851), (3746, 0.97456157), (2374, 0.97416401), (262, 0.97172761), (4869, 0.97143686), (4763, 0.97121543), (3480, 0.96991575), (2405, 0.96938741), (4647, 0.96937394), (1050, 0.96695983)
595	(4566, 0.99328226), (2457, 0.98392785), (100, 0.9800877), (1109, 0.97795308), (3886, 0.9723286), (4922, 0.97178531), (3606, 0.96998572), (1978, 0.96968019), (4945, 0.96898592), (4097, 0.96874714), (2402, 0.96829569), (188, 0.96793664), (4444, 0.96571946), (4722, 0.96447587), (245, 0.96429574), (1733, 0.96423596), (664, 0.96402586), (2467, 0.96377599), (4610, 0.96206021), (2451, 0.96193492)
596	(774, 0.99121428), (2252, 0.9887591), (258, 0.98797405), (3856, 0.98791242), (1324, 0.9870739), (4946, 0.9864822), (1571, 0.98628259), (4237, 0.98618501), (1088, 0.98596746), (1485, 0.98589206), (445, 0.98573625), (4563, 0.98509252), (682, 0.98472905), (1512, 0.98445249), (3141, 0.98410118), (3591, 0.98407674), (1508, 0.9840343), (2717, 0.98358274), (688, 0.98341143), (49, 0.98329568)
597	(3570, 0.99510014), (3713, 0.99408162), (1350, 0.99335861), (4352, 0.99288833), (644, 0.99203682), (3197, 0.99043846), (3711, 0.99041617), (3898, 0.98951566), (2258, 0.98902828), (4783, 0.98884541), (3645, 0.98855329), (3183, 0.98826194), (868, 0.98821241), (4597, 0.98737586), (2112, 0.98737204), (1881, 0.98713553), (3641, 0.98594195), (2891, 0.98574221), (4629, 0.98572469), (1414, 0.98535502)
598	(2995, 0.98877192), (2669, 0.98828328), (4350, 0.98525023), (997, 0.98404002), (2830, 0.9839555), (1710, 0.98360068), (1340, 0.98322517), (321, 0.98221296), (2852, 0.98200822), (2801, 0.98196781), (2083, 0.98111176), (2822, 0.98005813), (501, 0.97983944), (2122, 0.97843373), (1046, 0.97723049), (2647, 0.97718251), (293, 0.97673512), (3985, 0.97569442), (1114, 0.97551727), (2474, 0.97405887)
599	(3485, 0.98856449), (4392, 0.98817348), (1917, 0.98772323), (4118, 0.98770797), (606, 0.98736179), (4695, 0.98711252), (4, 0.98702347), (2389, 0.9865371), (3147, 0.98627275), (788, 0.98602843), (3241, 0.9858529), (2501, 0.98576093), (630, 0.98528183), (4829, 0.98523909), (1084, 0.98513305), (4028, 0.98489052), (2038, 0.9848749), (69, 0.98186082), (1933, 0.98140776), (555, 0.98118114)
600	(769, 0.99062598), (470, 0.98825538), (3803, 0.98578942), (2287, 0.98530245), (3414, 0.98521399), (2389, 0.98323458), (4, 0.98301327), (555, 0.98182893), (370, 0.98134118), (522, 0.9803651), (259, 0.97967529), (2791, 0.97917891), (249, 0.97902083), (788, 0.97849447), (735, 0.97831666), (2974, 0.97748256), (3364, 0.97719753), (973, 0.97718626), (4721, 0.97656512), (3478, 0.97644442)
601	(114, 0.98902094), (1624, 0.9854033), (240, 0.98420757), (1180, 0.98418838), (738, 0.98368371), (4435, 0.98225725), (3394, 0.98202145), (824, 0.98149216), (663, 0.98038083), (2695, 0.98036861), (3766, 0.97955346), (456, 0.97888362), (2172, 0.97866714), (3117, 0.97852403), (4510, 0.97836125), (3744, 0.97831774), (2922, 0.97820365), (2278, 0.9777981), (4064, 0.97745764), (2462, 0.97709054)
602	(484, 0.98397923), (2684, 0.97687304), (2626, 0.9710961), (4214, 0.9708879), (4989, 0.96301603), (2936, 0.96216547), (3702, 0.95868909), (530, 0.95790398), (1499, 0.95672822), (2399, 0.95590007), (3070, 0.95434833), (2480, 0.95374751), (1047, 0.95363134), (4143, 0.95350671), (2504, 0.95327991), (1342, 0.9501965), (1714, 0.94844192), (4758, 0.94781113), (1887, 0.94775385), (2786, 0.94632971)
603	(4321, 0.99471688), (3961, 0.99016041), (992, 0.98783726), (2904, 0.98649144), (616, 0.98542774), (3566, 0.98329699), (4209, 0.98304713), (40, 0.98296189), (755, 0.98274052), (4104, 0.98180789), (3236, 0.98103642), (4312, 0.97906637), (1720, 0.97902548), (4184, 0.97839737), (1526, 0.97657633), (3228, 0.97535551), (989, 0.9736191), (2783, 0.97342652), (1705, 0.97325653), (541, 0.97285521)
604	(643, 0.98590136), (4373, 0.98586762), (605, 0.98503649), (4918, 0.98408926), (987, 0.98147166), (2512, 0.98140138), (3245, 0.98133349), (1958, 0.98071349), (1026, 0.98038197), (344, 0.9800179), (1222, 0.97979534), (370, 0.9797771), (3289, 0.97972751), (2975, 0.97965455), (3232, 0.97929966), (2373, 0.97891009), (2034, 0.97807932), (4670, 0.97802174), (3972, 0.9776684), (3485, 0.97759789)
605	(3485, 0.99227232), (3255, 0.99038267), (4481, 0.99029469), (4078, 0.98950398), (2373, 0.98867023), (709, 0.98719263), (1933, 0.98650312), (604, 0.98503649), (3525, 0.98478693), (2975, 0.98463887), (233, 0.98426783), (757, 0.98297894), (4294, 0.98271847), (4918, 0.98185468), (1958, 0.98149657), (3245, 0.98127913), (3356, 0.98085499), (4053, 0.98069507), (2663, 0.98055732), (1577, 0.97997278)
606	(972, 0.99483556), (630, 0.99175882), (2974, 0.99110639), (2038, 0.99061048), (1084, 0.99022925), (726, 0.99015105), (1917, 0.98926044), (4, 0.98902833), (3951, 0.98842645), (69, 0.98745996), (599, 0.98736179), (2932, 0.98708493), (4695, 0.98700082), (4620, 0.98678935), (3409, 0.9867444), (4688, 0.98672336), (3147, 0.98627251), (4623, 0.9849788), (3712, 0.9845469), (1986, 0.98431939)
607	(4237, 0.99104929), (3593, 0.98999035), (2723, 0.98630726), (636, 0.98509574), (4360, 0.9845233), (1522, 0.98224998), (4231, 0.98212498), (3795, 0.98140359), (966, 0.97968924), (3057, 0.97960091), (2856, 0.9793613), (1571, 0.9788115), (4592, 0.97857285), (491, 0.97856092), (3615, 0.97851908), (3492, 0.97823834), (3489, 0.97800463), (814, 0.97703826), (1485, 0.97660601), (2134, 0.97606874)
608	(1489, 0.97108704), (4466, 0.97103286), (944, 0.96786892), (4935, 0.96606195), (713, 0.9634797), (240, 0.95690632), (1636, 0.95405459), (974, 0.95351881), (106, 0.95320135), (2548, 0.95247328), (1089, 0.95213771), (4125, 0.95154315), (824, 0.95052552), (3755, 0.94764167), (1952, 0.94647849), (3030, 0.94550478), (2897, 0.94483083), (2163, 0.94446325), (1462, 0.94354367), (831, 0.94330317)
609	(3095, 0.98721862), (1104, 0.98438013), (1005, 0.98432791), (1259, 0.98265457), (316, 0.98229229), (2325, 0.98132837), (1752, 0.98010123), (2048, 0.97926748), (2344, 0.97709703), (1326, 0.97638023), (976, 0.97584426), (348, 0.97577894), (3041, 0.97518635), (2128, 0.97516215), (1463, 0.97451043), (1684, 0.97439528), (2475, 0.97402865), (2616, 0.9736135), (190, 0.9732675), (864, 0.97299051)
610	(2848, 0.98686862), (1215, 0.98596787), (3509, 0.98386455), (2055, 0.98376477), (319, 0.98170996), (2077, 0.98091972), (3054, 0.98030758), (2521, 0.98024619), (2317, 0.97990882), (1503, 0.9792096), (683, 0.97829241), (2820, 0.97825491), (776, 0.97706735), (2992, 0.97655702), (2254, 0.97475147), (4522, 0.97473913), (2297, 0.97439647), (1615, 0.97417545), (2409, 0.97385544), (4715, 0.9738366)
611	(2512, 0.99507236), (91, 0.99149036), (4842, 0.99022496), (1028, 0.99006677), (2227, 0.98741406), (189, 0.98732078), (3245, 0.98696125), (87, 0.98665798), (3170, 0.98612821), (1222, 0.9839977), (1002, 0.9839499), (2476, 0.98388457), (2265, 0.98366451), (4337, 0.98361236), (1693, 0.98323905), (1495, 0.9828378), (3806, 0.98279786), (4009, 0.98276412), (805, 0.98264682), (539, 0.98248565)
612	(4693, 0.99532658), (2229, 0.994748), (4162, 0.99013782), (837, 0.98996365), (2776, 0.98993593), (320, 0.98991126), (2978, 0.98938096), (1492, 0.98910117), (2395, 0.98869145), (1035, 0.98808992), (55, 0.98805761), (2215, 0.98754454), (2932, 0.98737907), (87, 0.98737007), (3289, 0.98736441), (918, 0.98728186), (1377, 0.98712397), (922, 0.98699045), (3265, 0.98693836), (3387, 0.98689783)
613	(3710, 0.98971379), (3767, 0.98675716), (2583, 0.98622978), (1144, 0.98559403), (39, 0.98525602), (13, 0.98453414), (2885, 0.98347032), (247, 0.98341399), (768, 0.98294359), (1390, 0.98287231), (3345, 0.98237902), (4718, 0.98232198), (729, 0.98231298), (2279, 0.98220772), (2659, 0.98213625), (318, 0.98203838), (1360, 0.98183346), (2169, 0.98182207), (3452, 0.98166788), (3907, 0.98152423)
614	(1743, 0.98950362), (3236, 0.98739958), (3209, 0.9859181), (989, 0.98498678), (3433, 0.98434079), (223, 0.9840011), (3566, 0.98124588), (1431, 0.9811641), (4696, 0.98092049), (727, 0.98063886), (4570, 0.98057854), (4161, 0.97914201), (755, 0.97898388), (41, 0.97761482), (1540, 0.97671568), (4634, 0.97661376), (4086, 0.97619188), (2313, 0.97615641), (1206, 0.97583818), (2309, 0.97566676)
615	(3974, 0.99676144), (2600, 0.995875), (1639, 0.99562609), (202, 0.99554968), (897, 0.99539018), (2469, 0.99533695), (4090, 0.99530059), (4452, 0.9949652), (49, 0.99494648), (912, 0.99441421), (411, 0.99395347), (3856, 0.99394822), (3468, 0.99391425), (4256, 0.99379241), (445, 0.99345148), (627, 0.9933182), (2547, 0.99308157), (2976, 0.99285781), (2708, 0.99281174), (3953, 0.99266815)
616	(40, 0.98827279), (4104, 0.98603129), (603, 0.98542774), (3768, 0.98414052), (3961, 0.98142302), (4393, 0.98112488), (992, 0.98099446), (2904, 0.98006523), (4737, 0.97845566), (4209, 0.97666532), (4336, 0.97536027), (3236, 0.97481835), (585, 0.97410727), (1316, 0.97306657), (2606, 0.97248656), (4765, 0.97209108), (884, 0.97199649), (2452, 0.97187901), (902, 0.97062337), (755, 0.96994495)
617	(211, 0.9942162), (4453, 0.99147654), (4147, 0.9903506), (3949, 0.98991191), (754, 0.98649597), (3772, 0.98595065), (4317, 0.98508525), (900, 0.98429608), (3064, 0.98405719), (16, 0.98339361), (2638, 0.9831664), (3344, 0.98234534), (4733, 0.98030937), (3252, 0.97936869), (1635, 0.97800004), (2314, 0.97798109), (4072, 0.97792315), (2156, 0.97702241), (268, 0.97665596), (4831, 0.97354496)
